year,chapter,source,difficulty,base,base_description,option_1,option_1_desc,option_2,option_2_desc,option_3,option_3_desc,option_4,option_4_desc,correct_answer,vowelized,phrases
16-Feb,a,NITE,5,שומה עליו:חובה,מי ששומה עליו הוא מי שיש לו חובה לעשות דבר מה,יש בלבו עליו:חיבה,אדם שיש בליבו עליו הוא מי שאין לו חיבה כלפי אדם אחר,יש ברשותו:שייכות,אדם שיש ברשותו הוא מי שדבר מה נמצא תחת השייכות שלו,יש לאל ידו:מעשה,אדם שיש לאל ידו הוא מי שיש לו יכולת לבצע מעשה מסוים,יש בדעתו:כוונה,יש בדעתו הוא מי שיש לו כוונה לעשות דבר מה,4,0,1
16-Feb,a,NITE,6,מערב:ימה,כדי להגיע לכיוון מערב יש ללכת ימה,פתיח:פתיחה,פתיח הוא דבר הניתן לפתיחה או לחלופין דברי פתיחה,שאול:שאולה,כדי להגיע לשאול יש ללכת שאולה,שמור:שמורה,שמור הוא שם תואר שפירושו ששומרים עליו ואילו שמורה היא צורת הנקבה של אותו שם תואר,שליח:שליחה,"שליח הוא גבר שנשלח לבצע תפקיד מסויים, שליחה היא אישה שנשלחה לבצע תפקיד מסויים",2,1,0
16-Feb,b,NITE,1,בכור:צאצא,בכור הוא הצאצא הראשון,קטר:רכבת,קטר הוא הקרון הראשון ברכבת,הדרן:הופעה,הדרן הוא הופעה נוספת שאמן מבצע לבקשת הקהל מעבר לתכנית האמנותית המקורית,יורה:גשם,יורה הוא הגשם הראשון,גג:בית,גג הוא המכסה העליון של הבית,3,0,0
16-Feb,b,NITE,2,תגבורת:כוח אדם,תגבורת היא תוספת של כוח אדם,ארכה:זמן,ארכה היא תוספת של זמן,נספח:ספר,נספח הוא חלק נוסף בסוף הספר,יתרה:כסף,יתרה היא סכום הכסף שנותר בחשבון,בושם:ריח,בושם הוא נוזל בעל ריח טוב,1,0,0
16-Feb,b,NITE,3,נקרש:נוזל,נקרש הוא מה שהיה נוזל והפך למוצק,הזדקף:כפוף,הזדקף הוא מי שהיה כפוף והפך לזקוף,הוכחש:נכון,הוכחש הוא מה שנטען לגביו שהוא אינו נכון,הקל:כבד,הקל זה הפך דבר מה לפחות כבד,נסק:גבוה,"נסק זה התרומם כלפי מעלה, כלומר עלה גבוה",1,1,0
16-Feb,b,NITE,4,משולח רסן:לרסן,"משולח רסן הוא אדם חסר מעצורים, כלומר שקשה לרסן אותו",הגון:לרמות,"הגון הוא אדם ישר, שאינו נוהג לרמות",אמין:לסמוך,אמין הוא מי שאפשר לסמוך עליו,שאפתן:להצליח,שאפתן הוא אדם בעל רצון עז להצליח,פטפטן:להסות,אדם פטפטן הוא אדם המרבה לדבר ולכן קשה להסות אותו,4,0,1
16-Feb,b,NITE,5,פלה:שער,פלה פירושו סילק כינים מתוך השיער,כרה:מכרה,כרה פירושו חפר והוציא מחצבים מתוך הקרקע של המכרה,ניכש:אדמה,ניכש פירושו סילק עשבים שוטים מתוך האדמה,היגר:מולדת,היגר פירושו עזב את המולדת שלו,עקר:שורש,עקר פירושו הוציא משהו מהשורש,2,1,0
16-Feb,b,NITE,6,פורר:פירור,פורר פירושו הפך גורם שלם למספר פירורים,סדק:סדק,סדק זה יצר בדבר מה סדק,גלען:גלעין,גלען זה הוציא גלעין מתוך פרי,פילג:פלג,פילג זה פיצל גורם אחד למספר פלג,חורר:חור,חורר זה עשה חור בדבר מה,3,1,0
15-Dec,a,NITE,1,נדיר:תדיר,נדיר הוא שאינו תדיר,חדיש:מיושן,חדיש הוא שאינו מיושן,קר:מופשר,מופשר הוא משהו שעבר תהליך שגרם לו להיות פחות קר,שלם:מורכב,שלם הוא שסך חלקיו הורכבו ועכשיו הוא מורכב,זהיר:מסוכן,זהיר הוא מי שאינו עושה דבר מה מסוכן,1,0,0
15-Dec,a,NITE,2,ריחיים:קמח,קמח הוא התוצר הרצוי של פעולת הריחיים,מכבש:אספלט,אספלט נדחס ומיושר מתחת למכבש,מסור:שבבים,שבבים הם תוצר הלוואי של פעולת המסור,יקב:ענבים,יקב מעבדים ענבים לכדי יין,מסחטה:מיץ,מיץ הוא התוצר הרצוי של פעולת המסחטה,4,0,0
15-Dec,a,NITE,3,הבהוב:אור,הבהוב הוא הופעה לסירוגין של אור,טפטוף:מים,טפטוף הוא הופעה לסירוגין של מים,זמזום:קול,זמזום הוא השמעת קול מתמשך,פטפוט:שיחה,פטפוט הוא שיחה על דברים בטלים,הנהון:ראש,הנהון הוא הנעה של הראש מעלה ומטה,1,0,0
15-Dec,a,NITE,4,המריא:טס,מי שהמריא החל פעולה שלאחריה הוא טס,נרדם:ישן,נרדם הוא מי שהחל פעולה שלאחריה הוא ישן,אכל:קינח,מי שאכל יכול לאחר מכן לבצע את הפעולה קינח,לגם:שתה,לגם הוא מי ששתה,צלל:שחה,צלל הוא מי ששחה לעומק,1,0,0
15-Dec,a,NITE,5,לקבול:כשורה,לקבול משמעו לטעון כי משהו אינו כשורה,לכפור:כפירה,לכפור משמעו לבצע כפירה,לכפור:האשמה,לכפור משמעו להכחיש האשמה,להכחיש:אמת,להכחיש משמעו לטעון כי משהו הוא שקר,להכחיש:שקר,להכחיש משמעו לטעון כי משהו הוא שקר,3,0,0
15-Dec,a,NITE,6,עקב אכילס:פגיע,עקב אכילס הוא נקודה בה האדם פגיע,דרך חתחתים:קשה,דרך חתחתים היא דרך קשה,נווה מדבר:פורה,נווה מדבר הוא מקום בו המדבר פורה,עיר מקלט:נרדף,עיר מקלט היא מקום אליו בורח הנרדף,תל חורבות:בנוי,תל חורבות הוא מקום בו ההרס הצטבר על שהיה בנוי,2,0,1
15-Dec,b,NITE,1,שוחח:דיבר,שוחח הוא מי שדיבר לשם תקשורת עם אחר,התכתב:כתב,התכתב הוא מי שכתב לשם תקשורת עם אחר,ההתווכח:שכנע,התווכח הוא מי שעשה פעולה בכדי להגיע למצב שהוא שכנע מישהו אחר,הסתכן:סיכן,הסתכן הוא מי שסיכן את עצמו,התנצל:סלח,התנצל הוא מי שעשה פעולה על מנת להביא אחר למצב שהוא סלח,1,0,0
15-Dec,b,NITE,2,פעמון:ענבל,ענבל הוא חלק מהפעמון,מצח:עורף,מצח הוא חלק מהראש ואילו עורף מחבר את הראש לעמוד השדרה,מחרוזת:עדי,מחרוזת היא סוג של עדי,גפרור:נר,גפרור משמש להדלקת נר,סכין:להב,להב הוא חלק מסכין,4,0,0
15-Dec,b,NITE,3,חמק:מילט,חמק הוא מי שמילט את עצמו,הסתגל:התאים,הסתגל הוא מי שהתאים את עצמו,לקח:קיבל,לקח הוא מי שהעביר דבר מה לעצמו ואילו קיבל הוא מי שניתן לו דבר מה,דעך:כבה,דעך שהוא כבה בהדרגתיות,התנקם:פגע,התנקם הוא מי שפגע באחר,1,1,0
15-Dec,b,NITE,4,עולל:טף,טף הוא מכלול העוללים,דג:דגה,דגה היא מכלול הדגים,כף:כפית,כפית היא כף קטנה,צעד:צעדה,צעדה מחייבת צעדים רבים,ים:ימה,ים וימה הם מקורות מים גדולים,1,0,0
15-Dec,b,NITE,5,מסמר שער:חלחלה,מסמר שער משמעו מעורר תחושת חלחלה,מחריש אוזניים:רעש,מחריש אוזניים הוא דבר מה שמפיק רעש רב,מורט עצבים:שלווה,מורט עצבים הוא מה שמפר שלווה,מרהיב עין:יופי,מרהיב עין הוא דבר מה הניחן ביופי,משובב נפש:הנאה,משובב נפש משמעו מעורר תחושת הנאה,4,0,1
15-Dec,b,NITE,6,קצר רוח:מיד,קצר רוח הוא מי שרוצה דבר מה מיד,מתגעגע:שוב,מתגעגע הוא מי שרוצה דבר מה שוב,יכול:אפשר,יכול הוא מי שאפשר שיעשה דבר מה,פזיז:מהר,פזיז הוא מי שעושה דבר מה מהר,מתרשל:היטב,מתרשל הוא מי שאינו עושה פעולה היטב,1,0,1
12-Oct,a,NITE,1,מורמר:דת,מומר הוא מי שעבר מדת אחת לאחרת,אלמוני:זהות,,עבד:חירות,,מהגר:ארץ,מהגר הוא מי שעבר מארץ אחת לאחרת,מועסק:עבודה,,3,0,0
12-Oct,a,NITE,2,להשחיז:לחתוך,להשחיז היא פעולה המיועדת לשפר את התפקוד של מה שמיועדלחתוך (סכין).,לחמש:ללחום,לחמש היא פעולה המיועדת לשפא את התפקוד של מי שמיועד ללחום (חייל או כלי נשק).,להכחיש:להאשים,,לברור:לנפות,,לקבע:לזוז,,1,0,0
12-Oct,a,NITE,3,זועף:לפייס,הפעולה לפייס נועדה לגרום למישהו להפסיק להיות זועף,תועה:לכוון,הפעולה לכוון נועדה לגרום למישהו להפסיק להיות תועה (אבוד).,תמה:לשאול,,יגע:לעייף,,סורר:לציית,,1,0,0
12-Oct,a,NITE,4,אדווה:נחשול,"אדווה (גלים קטנים החולפים על פני מים שקטים) היא גל קטן, נחשול הוא גל גדול.",עיירה:כרך,"עיירה היא יישוב קטן, כרך (עיר גדולה) הוא יישוב גדול.",אברה:ציפור,,נחל:ערוץ,,משעול:דרך,,1,0,0
12-Oct,a,NITE,5,מגל:אסם,,מסמך:ארכיון,,מסור:קרש,,עט:קסת,,מסחטה:קנקן,מסחטה משמשת כדי להפיק דבר מה שמאוחסן בקנקן (מיץ).,4,0,0
12-Oct,a,NITE,6,פרש:להשתייך,מי שפרש הפסיק להשתייך,בושש:להקדים,,התרצה:לסרב,מי שהתרצה (נענה לבקשה) הפסיק לסרב,הבליח:להופיע,,החמיא:להחניף,,2,0,0
12-Oct,b,NITE,1,הפתיע:צפוי,מי שהפתיע עשה דבר מה לא צפוי,שגה:נכון,מי ששגה עשה דבר מה לא נכון,שיער:סביר,,הרתיע:מאיים,,פָּסַל:פגום,,1,1,0
12-Oct,b,NITE,2,כפתורים:רוכסן,לכפתורים יש אותו שימוש כמו לרוכסן (אך אין מדובר באותו דבר),מדף:אצטבה,,שק:ארגז,לשק יש את אותו השימוש כמו לארגז (אך אין מדובר באותו הדבר),כיסא:שולחן,,מכסה:סיר,,2,0,0
12-Oct,b,NITE,3,כְּאֵב:יזרה מלח על הפצעים,מי שיזרה מלח על הפצעים יגביר את הכאב (זרה מלח על הפצעים - הוסיף יגון על מכאוב),מֶרֶד:יסית,,דיכוי:יאסור,,בְּעֵרָה:ילבה,מי שילבה יגביר את הבערה,תוספת:יגזים,,3,1,1
12-Oct,b,NITE,4,עלום:מידע,"על דבר עלום (נסתר, בלתי נודע) אין מידע",אובד עצות:החלטה,,מַפְלֶה:עדיפות,,וַדָּאִי:ספק,על דבר ודאי אין ספק,נחוץ:צורך,,3,1,1
12-Oct,b,NITE,5,פושה:התפשטות,מה שפושה נמצא בתהליך של התפשטות,רודף:מנוסה,,מסתיר:חשיפה,,מעליב:הבלגה,,מסלים:הקצנה,מה שמסלים נמצא בתהליך של הקצנה,4,0,0
12-Oct,b,NITE,6,עורך דין:לקוח,עורך דין מייצג לקוח,ציר:לידה,,ציר:דלת,,ציר:מדינה,ציר מייצג מדינה,ציר:ירקות,,3,0,1
14-Feb,a,NITE,1,נטוש:עזב,נטוש הוא דבר מה שהזולת עזב אותו,פרוע:סירק,פרוע הוא דבר מה שהזולת לא סירק,שקוף:ראה,שקוף הוא דבר מה שהזולת ראה דרכו,שׂבֵע:סעד,שבע הוא מי שסעד בעצמו,חבוט:הִכה,חבוט הוא דבר מה שהזולת היכה בו,4,1,0
14-Feb,a,NITE,2,גדר:חציצה,גדר משמשת לשם חציצה,פגיון:השחזה,פגיון הוא דבר מה שניתן לבצע עליו השחזה,מחלצות:תפירה,כדי להכין מחלצות יש לבצע תפירה,עששית:האפלה,עששית משמת כדי למנוע האפלה,עדי:קישוט,עדי משמש לשם קישוט,4,0,0
14-Feb,a,NITE,3,קהל:איש,קהל מורכב מאנשים,תפזורת:מארז,תפזורת מורכבת מדברים שאינם נמצאים במארז,תחפושת:מסכה,"תחפושת לא מורכבת ממסכות, אלא ממסכה ופריטים אחרים",תספורת:שׂער,תספורת היא פעולה שניתן לבצע על שיער,תפרחת:פרח,תפרחת מורכבת מפרחים,4,0,0
14-Feb,a,NITE,4,חותה:גחלים,חותה הוא מי שמזיז (או מפנה) גחלים,מדשן:צמחים,מדשן הוא מי שמזין צמחים,גורף:עלים,גורף הוא מי שמזיז (או מפנה) עלים,משלם:מטבעות,מי שמשלם יכול להשתמש במטבעות,מייבש:בִּּצות,"מייבש מבצע את פעולת הייבוש על ביצות, הוא אינו מזיז או מפנה ביצות",2,0,0
14-Feb,a,NITE,5,הטיל עוגן:להפליג,מי שהטיל עוגן הוא מי שמנע מהזולת להפליג,שיקר:להאמין,מי ששיקר גרם לזולת להאמין בדבר מה שאינו אמת,שילם:לגבות,מי ששילם הוא מי שהזולת גבה ממנו (או ביחס הפוך: לגבות היא הפעולה שבעקבותיה הזולת שילם),מָחק:לכתוב,"מי שמחק ביטל דבר מה אשר הזולת כתב, הוא לא מנע ממנו לכתוב",פָּקק:למזוג,מי שפקק הוא מי שמנע מהזולת למזוג,4,1,0
14-Feb,a,NITE,6,להכחיש:שקרי,להכחיש פירושו לטעון שדבר מה הוא שקרי,להרגיע:נינוח,להרגיע פירושו לגרום לזולת להיות נינוח,לסלף:מעוות,לסלף פירושו לגרום לדבר מה להיות מעוות,להתריע:מסוכן,להתריע פירושו לטעון שדבר מה הוא מסוכן,להציף:שקוע,להציף דבר מה עלול לגרום לדבר מה להיות שקוע,3,0,0
